Type,Front,Back,Tags
"Cloze","2D DP has state depending on {{c1::two variables}}","","dp_2d::concept"
"Cloze","2D DP typically uses {{c1::O(m * n)}} space","","dp_2d::complexity"
"Cloze","2D DP can often be optimized to {{c1::O(n)}} space using rolling array","","dp_2d::concept"
"Cloze","{{c1::Grid DP}} problems have state per cell","","dp_2d::concept"
"Cloze","{{c1::String DP}} problems often have dp[i][j] for prefixes of two strings","","dp_2d::concept"
"Cloze","{{c1::Interval DP}} has dp[i][j] for substring/subarray from i to j","","dp_2d::concept"
"Cloze","{{c1::Knapsack}} problems have dp[i][w] for items 1..i with capacity w","","dp_2d::concept"
"Cloze","Initialize 2D DP: {{c1::dp = [[0] * (n + 1) for _ in range(m + 1)]}}","","dp_2d::python"
"Cloze","Initialize with infinity: {{c1::dp = [[float('inf')] * n for _ in range(m)]}}","","dp_2d::python"
"Cloze","Fill DP row by row: {{c1::for i in range(m): for j in range(n): dp[i][j] = ...}}","","dp_2d::python"
"Cloze","Access previous row for space optimization: {{c1::prev, curr = curr, [0] * n}}","","dp_2d::python"
"Basic","Problem involves 'two strings comparing'. What approach?","2D DP with dp[i][j] for prefixes","dp_2d::pattern"
"Basic","Problem asks for 'paths in grid'. What approach?","2D DP counting ways to reach each cell","dp_2d::pattern"
"Basic","Problem involves 'edit operations'. What approach?","2D DP tracking min operations for prefixes","dp_2d::pattern"
"Basic","Problem asks for 'longest common subsequence'. What approach?","2D DP, dp[i][j] = LCS of first i and first j chars","dp_2d::pattern"
"Basic","Problem involves 'knapsack with capacity'. What approach?","2D DP with dp[i][w] or space-optimized 1D","dp_2d::pattern"
"Basic","Problem asks for 'palindrome partitioning count'. What approach?","Interval DP with isPalindrome preprocessing","dp_2d::pattern"
"Basic","Problem involves 'buying/selling stock with cooldown'. What approach?","State machine DP tracking hold/sold/rest states","dp_2d::pattern"
"Cloze","Unique Paths: {{c1::dp[i][j] = dp[i-1][j] + dp[i][j-1]}}","","dp_2d::code"
"Cloze","Unique Paths base: {{c1::dp[0][j] = 1; dp[i][0] = 1}}","","dp_2d::code"
"Cloze","Unique Paths with obstacles: {{c1::dp[i][j] = 0 if obstacle else dp[i-1][j] + dp[i][j-1]}}","","dp_2d::code"
"Cloze","LCS recurrence: {{c1::if s1[i-1] == s2[j-1]: dp[i][j] = dp[i-1][j-1] + 1; else: dp[i][j] = max(dp[i-1][j], dp[i][j-1])}}","","dp_2d::code"
"Cloze","LCS base: {{c1::dp[0][j] = 0; dp[i][0] = 0}}","","dp_2d::code"
"Cloze","Edit distance recurrence: {{c1::if s1[i-1] == s2[j-1]: dp[i][j] = dp[i-1][j-1]; else: dp[i][j] = 1 + min(dp[i-1][j], dp[i][j-1], dp[i-1][j-1])}}","","dp_2d::code"
"Cloze","Edit distance operations: {{c1::dp[i-1][j] is delete, dp[i][j-1] is insert, dp[i-1][j-1] is replace}}","","dp_2d::code"
"Cloze","0/1 Knapsack: {{c1::dp[i][w] = max(dp[i-1][w], dp[i-1][w-weight[i]] + value[i])}}","","dp_2d::code"
"Cloze","0/1 Knapsack space optimized: {{c1::for w in range(W, weight[i]-1, -1): dp[w] = max(dp[w], dp[w-weight[i]] + value[i])}}","","dp_2d::code"
"Cloze","Longest palindromic substring - expand: {{c1::while left >= 0 and right < n and s[left] == s[right]: left -= 1; right += 1}}","","dp_2d::code"
"Cloze","Longest palindromic substring DP: {{c1::dp[i][j] = (s[i] == s[j]) and (j - i < 3 or dp[i+1][j-1])}}","","dp_2d::code"
"Cloze","Min path sum: {{c1::dp[i][j] = grid[i][j] + min(dp[i-1][j], dp[i][j-1])}}","","dp_2d::code"
"Cloze","Interleaving string: {{c1::dp[i][j] = (dp[i-1][j] and s1[i-1] == s3[i+j-1]) or (dp[i][j-1] and s2[j-1] == s3[i+j-1])}}","","dp_2d::code"
"Cloze","Distinct subsequences: {{c1::dp[i][j] = dp[i-1][j] + (dp[i-1][j-1] if s[i-1] == t[j-1] else 0)}}","","dp_2d::code"
"Cloze","Best time to buy/sell with cooldown: {{c1::hold = max(hold, rest - price); sold = hold + price; rest = max(rest, sold)}}","","dp_2d::code"
"Cloze","Coin change 2 (combinations): {{c1::for coin in coins: for amount in range(coin, target+1): dp[amount] += dp[amount - coin]}}","","dp_2d::code"
"Cloze","Target sum: {{c1::convert to subset sum: find subsets with sum (target + total) / 2}}","","dp_2d::code"
"Cloze","Burst balloons: {{c1::dp[i][j] = max(dp[i][k] + dp[k][j] + nums[i]*nums[k]*nums[j] for k in range(i+1, j))}}","","dp_2d::code"
"Cloze","Regular expression matching: {{c1::if p[j-1] == '*': dp[i][j] = dp[i][j-2] or (match and dp[i-1][j])}}","","dp_2d::code"
"Basic","Unique Paths: Ways to reach bottom-right. Approach?","dp[i][j] = dp[i-1][j] + dp[i][j-1]","dp_2d::problem"
"Basic","Unique Paths II: With obstacles. Approach?","Same but dp[i][j] = 0 if obstacle","dp_2d::problem"
"Basic","Longest Common Subsequence: Length of LCS. Approach?","dp[i][j] based on char match or max of skip one","dp_2d::problem"
"Basic","Edit Distance: Min operations to transform. Approach?","dp[i][j] = min of insert, delete, replace operations","dp_2d::problem"
"Basic","Target Sum: Ways to assign +/- to reach target. Approach?","Convert to subset sum: find (target + sum) / 2","dp_2d::problem"
"Basic","Coin Change 2: Number of combinations for amount. Approach?","2D DP or 1D with coins outer loop (combinations not permutations)","dp_2d::problem"
"Basic","Interleaving String: Can s3 be formed by interleaving s1, s2. Approach?","dp[i][j] = can form s3[:i+j] from s1[:i] and s2[:j]","dp_2d::problem"
"Basic","Longest Increasing Path in Matrix: Longest path with increasing values. Approach?","DFS with memoization from each cell","dp_2d::problem"
"Basic","Distinct Subsequences: Ways to form t from s by deleting chars. Approach?","dp[i][j] = subsequences of s[:i] that equal t[:j]","dp_2d::problem"
"Basic","Best Time with Cooldown: Max profit with cooldown after sell. Approach?","State machine: hold, sold, rest states","dp_2d::problem"
"Basic","Regular Expression Matching: Match with . and *. Approach?","2D DP handling . (any) and * (zero or more of prev)","dp_2d::problem"
"Basic","Burst Balloons: Max coins from bursting all. Approach?","Interval DP, consider last balloon burst in each range","dp_2d::problem"
"Basic","Time complexity of Unique Paths?","O(m * n)","dp_2d::complexity"
"Basic","Time complexity of LCS?","O(m * n)","dp_2d::complexity"
"Basic","Time complexity of Edit Distance?","O(m * n)","dp_2d::complexity"
"Basic","Time complexity of 0/1 Knapsack?","O(n * W)","dp_2d::complexity"
"Basic","Time complexity of Longest Increasing Path?","O(m * n)","dp_2d::complexity"
"Basic","Time complexity of Burst Balloons?","O(n³)","dp_2d::complexity"
"Basic","Space complexity of 2D DP?","O(m * n), can optimize to O(n) with rolling array","dp_2d::complexity"
"Basic","Why reverse loop for 0/1 knapsack space optimization?","Prevents using same item twice in current iteration","dp_2d::concept"
"Basic","Why is Coin Change 2 different from Combination Sum IV?","CC2 counts combinations (coins outer), CS4 counts permutations (amount outer)","dp_2d::concept"
"Basic","Why consider 'last balloon' in Burst Balloons?","Avoids interference - adjacent balloons are fixed boundaries","dp_2d::concept"
"Cloze","Maximal square: {{c1::dp[i][j] = min(dp[i-1][j], dp[i][j-1], dp[i-1][j-1]) + 1}} if cell is 1","","dp_2d::code"
"Basic","Maximal Square: Largest square of 1s in binary matrix. Approach?","dp[i][j] = side length of largest square ending at (i,j)","dp_2d::problem"
